corrida,seed,Z,HCV,DF,TTF,CPU_time,evaluaciones_aptitud,tasa_factib_inicial,factible,penalizacion_almuerzo,penalizacion_espaciado,penalizacion_jueves,penalizacion_sabado,penalizacion_huecos,hcv_colision_profesor,hcv_carga_maxima_profesor,hcv_estabilidad_salones,hcv_colision_salones_fisicos,hcv_conflicto_curricular
1,42,25,0,0,0.203125,9.59375,5000,0.0,True,2,1,5,2,1,0,0,0,0,0
